TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
4G,29,10/10/11 11:27,4,48,0.082
4G,60,2/21/15 12:27,3,55,0.011
TELEFONE_FIXO,55,11/13/14 12:27,3,26,0.011
FIBRA,32,5/28/11 11:27,0,55,0.021
TELEFONE_MOVEL,20,9/6/10 11:27,1,97,0.014
4G,8,10/24/10 11:27,3,56,0.07
TELEFONE_MOVEL,48,4/26/11 11:27,1,77,0.015
TELEFONE_MOVEL,68,7/17/10 11:27,1,88,0.016
TELEFONE_MOVEL,61,4/8/11 11:27,0,32,0.018
TELEFONE_MOVEL,46,5/10/14 11:27,0,16,0.013
TELEFONE_MOVEL,67,8/4/15 11:27,0,64,0.001
TELEFONE_MOVEL,39,10/22/14 11:27,0,75,0.002
TELEFONE_FIXO,39,5/24/12 11:27,5,73,0.018
TELEFONE_MOVEL,39,11/22/13 12:27,0,69,0.004
TELEFONE_MOVEL,47,3/9/13 12:27,1,87,0.008
4G,22,11/20/13 12:27,9,48,0.081
TELEFONE_MOVEL,42,1/6/11 12:27,0,24,0.026
FIBRA,79,1/9/12 12:27,1,100,0.02
4G,5,1/31/11 12:27,4,33,0.14
TELEFONE_FIXO,48,7/11/11 11:27,0,73,0.004
TELEFONE_FIXO,3,6/15/15 11:27,1,74,0.001
TELEFONE_FIXO,2,11/14/15 12:27,0,108,0
4G,73,8/24/10 11:27,0,29,0.035
4G,47,6/5/12 11:27,0,27,0.025
TELEFONE_FIXO,37,10/12/15 11:27,0,34,0
4G,26,8/10/13 11:27,0,40,0.011
TELEFONE_FIXO,11,4/28/13 11:27,0,20,0.008
4G,76,10/6/12 11:27,5,54,0.067
FIBRA,4,11/30/10 12:27,1,105,0.024
TELEFONE_MOVEL,59,2/2/13 12:27,1,71,0.01
FIBRA,53,10/31/13 12:27,2,34,0.047
TELEFONE_FIXO,24,2/10/11 12:27,0,57,0.005
FIBRA,18,2/27/12 12:27,3,13,0.295
TELEFONE_MOVEL,41,2/24/13 12:27,4,95,0.019
TELEFONE_MOVEL,73,6/29/10 11:27,0,28,0.025
TELEFONE_MOVEL,51,11/9/12 12:27,3,13,0.12
FIBRA,75,1/3/14 12:27,3,26,0.076
TELEFONE_FIXO,55,8/7/14 11:27,1,98,0.002
TELEFONE_MOVEL,11,3/27/13 12:27,0,31,0.011
TELEFONE_MOVEL,39,6/23/12 11:27,1,88,0.01
4G,4,3/30/15 11:27,1,80,0.003
TELEFONE_FIXO,48,4/27/12 11:27,1,20,0.023
FIBRA,63,6/29/15 11:27,0,90,0.001
TELEFONE_MOVEL,51,10/26/15 12:27,0,60,0
FIBRA,76,8/29/12 11:27,6,22,0.264
TELEFONE_FIXO,16,11/26/15 12:27,0,19,0
TELEFONE_MOVEL,37,2/9/15 12:27,0,94,0.001
TELEFONE_FIXO,63,8/27/12 11:27,0,56,0.004
TELEFONE_MOVEL,58,4/2/13 11:27,2,104,0.01
TELEFONE_MOVEL,32,5/28/14 11:27,2,71,0.008
TELEFONE_MOVEL,10,12/14/10 12:27,4,31,0.102
4G,9,6/25/14 11:27,0,59,0.005
TELEFONE_FIXO,61,11/29/13 12:27,1,38,0.007
4G,1,2/9/12 12:27,4,109,0.033
4G,18,9/16/13 11:27,2,63,0.02
TELEFONE_FIXO,56,2/12/12 12:27,1,92,0.005
TELEFONE_FIXO,6,12/10/13 12:27,0,13,0.01
FIBRA,31,10/12/10 11:27,2,28,0.14
TELEFONE_MOVEL,65,10/26/14 12:27,3,10,0.057
TELEFONE_FIXO,23,1/3/12 12:27,0,58,0.004
TELEFONE_MOVEL,26,12/1/10 12:27,0,104,0.006
TELEFONE_MOVEL,4,3/7/15 12:27,2,107,0.003
4G,74,6/28/11 11:27,1,98,0.017
TELEFONE_MOVEL,38,6/25/12 11:27,0,86,0.005
4G,37,1/4/12 12:27,4,50,0.075
FIBRA,55,5/18/14 11:27,4,40,0.05
4G,18,10/7/12 11:27,1,46,0.026
TELEFONE_FIXO,11,3/29/15 11:27,1,77,0.001
TELEFONE_FIXO,70,9/30/14 11:27,2,109,0.002
FIBRA,21,6/4/11 11:27,0,42,0.027
4G,32,10/26/10 11:27,0,80,0.012
TELEFONE_FIXO,78,3/8/13 12:27,0,62,0.003
FIBRA,13,12/13/12 12:27,0,79,0.01
4G,42,6/19/12 11:27,7,21,0.251
TELEFONE_MOVEL,14,9/8/11 11:27,0,13,0.041
FIBRA,53,10/28/15 12:27,0,83,0
TELEFONE_MOVEL,60,10/12/14 11:27,0,40,0.004
TELEFONE_MOVEL,47,11/27/12 12:27,0,87,0.004
4G,4,6/1/14 11:27,7,62,0.038
FIBRA,19,10/20/14 11:27,1,29,0.02
TELEFONE_FIXO,36,11/19/11 12:27,3,11,0.093
4G,55,1/22/11 12:27,0,54,0.017
TELEFONE_MOVEL,65,6/16/12 11:27,0,66,0.007
4G,23,9/28/11 11:27,2,80,0.03
TELEFONE_FIXO,22,8/25/14 11:27,1,61,0.003
TELEFONE_FIXO,9,9/9/15 11:27,0,40,0
TELEFONE_MOVEL,59,8/7/15 11:27,3,27,0.007
4G,75,11/1/12 12:27,6,23,0.18
FIBRA,74,10/19/10 11:27,1,20,0.13
4G,68,2/27/13 12:27,2,83,0.019
TELEFONE_MOVEL,18,3/14/11 12:27,0,22,0.027
4G,4,3/30/11 11:27,6,69,0.09
TELEFONE_MOVEL,11,9/12/15 11:27,0,13,0.002
4G,1,11/4/15 12:27,0,72,0
4G,59,9/30/12 11:27,0,23,0.026
TELEFONE_FIXO,51,5/3/13 11:27,0,39,0.004
TELEFONE_MOVEL,22,11/16/13 12:27,0,53,0.005
FIBRA,52,10/4/12 11:27,9,98,0.082
4G,44,8/18/10 11:27,0,19,0.053
TELEFONE_MOVEL,18,5/23/14 11:27,2,79,0.007
TELEFONE_FIXO,65,7/26/15 11:27,0,68,0
TELEFONE_MOVEL,55,11/6/13 12:27,2,28,0.028
4G,69,6/12/15 11:27,5,59,0.01
4G,54,1/19/13 12:27,0,33,0.017
TELEFONE_FIXO,52,10/24/15 11:27,1,54,0
TELEFONE_FIXO,5,11/12/13 12:27,3,39,0.014
4G,58,1/23/11 12:27,1,14,0.132
FIBRA,56,6/6/15 11:27,0,67,0.002
TELEFONE_MOVEL,1,7/25/11 11:27,1,39,0.028
TELEFONE_MOVEL,31,4/9/13 11:27,1,58,0.012
4G,76,9/11/13 11:27,0,106,0.004
TELEFONE_MOVEL,12,3/17/11 12:27,6,38,0.11
FIBRA,14,3/7/13 12:27,0,67,0.01
TELEFONE_MOVEL,28,4/21/11 11:27,2,80,0.022
TELEFONE_FIXO,1,10/6/14 11:27,6,107,0.005
4G,38,1/6/13 12:27,0,33,0.017
4G,20,6/28/13 11:27,1,64,0.015
TELEFONE_FIXO,7,9/25/12 11:27,1,94,0.004
TELEFONE_FIXO,12,11/1/11 12:27,1,19,0.027
TELEFONE_FIXO,11,8/15/14 11:27,0,110,0.001
TELEFONE_MOVEL,33,9/12/12 11:27,0,83,0.005
TELEFONE_MOVEL,51,1/25/11 12:27,1,74,0.017
TELEFONE_MOVEL,16,11/10/15 12:27,0,94,0
4G,51,1/12/14 12:27,0,108,0.003
FIBRA,72,6/17/14 11:27,4,98,0.019
TELEFONE_MOVEL,32,10/5/10 11:27,1,34,0.039
TELEFONE_MOVEL,55,9/3/13 11:27,1,76,0.008
TELEFONE_MOVEL,29,1/2/13 12:27,0,24,0.015
TELEFONE_MOVEL,60,5/22/14 11:27,1,38,0.01
TELEFONE_MOVEL,2,4/9/13 11:27,0,52,0.007
TELEFONE_MOVEL,76,4/21/12 11:27,4,87,0.026
FIBRA,3,4/9/15 11:27,2,91,0.006
FIBRA,41,10/16/14 11:27,0,73,0.004
FIBRA,80,4/30/14 11:27,0,76,0.005
4G,6,12/14/13 12:27,1,16,0.047
TELEFONE_FIXO,64,10/22/14 11:27,0,72,0.001
TELEFONE_MOVEL,2,12/26/11 12:27,0,92,0.005
FIBRA,39,10/20/10 11:27,0,26,0.05
TELEFONE_MOVEL,62,10/24/14 11:27,0,50,0.003
TELEFONE_MOVEL,42,9/5/11 11:27,0,70,0.008
4G,8,11/24/11 12:27,2,28,0.082
4G,36,3/6/13 12:27,0,13,0.04
TELEFONE_FIXO,10,4/19/11 11:27,0,106,0.003
4G,70,8/29/13 11:27,3,27,0.064
TELEFONE_MOVEL,67,3/10/13 12:27,0,34,0.01
4G,25,8/13/11 11:27,2,29,0.085
FIBRA,40,5/6/15 11:27,0,47,0.003
TELEFONE_FIXO,9,9/21/12 11:27,0,38,0.005
4G,56,8/20/15 11:27,4,109,0.003
TELEFONE_FIXO,67,1/18/12 12:27,10,100,0.027
TELEFONE_MOVEL,75,11/24/12 12:27,1,65,0.012
4G,27,5/26/11 11:27,0,81,0.011
TELEFONE_MOVEL,33,5/5/15 11:27,0,91,0.001
TELEFONE_MOVEL,53,8/5/14 11:27,0,89,0.002
FIBRA,27,4/17/13 11:27,7,106,0.051
TELEFONE_FIXO,76,4/8/14 11:27,1,82,0.003
4G,43,10/6/15 11:27,4,98,0.002
FIBRA,29,6/2/14 11:27,0,35,0.011
TELEFONE_MOVEL,63,7/14/10 11:27,10,44,0.171
TELEFONE_FIXO,10,3/31/14 11:27,1,83,0.003
TELEFONE_FIXO,75,1/26/13 12:27,0,54,0.003
4G,35,4/29/15 11:27,0,37,0.003
4G,67,5/6/15 11:27,0,19,0.006
TELEFONE_FIXO,43,4/8/14 11:27,0,23,0.005
TELEFONE_MOVEL,27,12/17/12 12:27,0,106,0.004
FIBRA,63,4/29/14 11:27,9,23,0.179
4G,67,10/29/15 12:27,6,25,0.007
TELEFONE_MOVEL,35,11/22/15 12:27,2,108,0
4G,60,7/7/14 11:27,2,30,0.027
TELEFONE_MOVEL,60,10/16/12 11:27,4,76,0.026
TELEFONE_MOVEL,26,5/23/11 11:27,4,62,0.046
TELEFONE_MOVEL,56,7/3/11 11:27,0,24,0.023
FIBRA,0,6/21/15 11:27,0,51,0.002
FIBRA,42,1/25/13 12:27,1,11,0.132
4G,64,3/27/11 11:27,1,94,0.019
TELEFONE_FIXO,1,9/13/12 11:27,1,61,0.007
4G,60,1/6/14 12:27,6,87,0.029
FIBRA,33,12/19/13 12:27,4,65,0.039
TELEFONE_MOVEL,56,12/10/14 12:27,3,91,0.006
FIBRA,36,9/2/12 11:27,7,98,0.068
FIBRA,25,6/2/11 11:27,0,15,0.076
4G,45,7/28/10 11:27,3,23,0.177
TELEFONE_MOVEL,5,5/14/11 11:27,0,97,0.006
TELEFONE_MOVEL,44,11/1/12 12:27,8,81,0.044
TELEFONE_MOVEL,80,8/20/15 11:27,0,60,0.001
TELEFONE_FIXO,37,6/16/15 11:27,0,108,0
FIBRA,51,5/5/14 11:27,10,41,0.109
TELEFONE_FIXO,33,9/4/11 11:27,0,79,0.003
4G,40,5/8/13 11:27,0,26,0.019
4G,58,11/16/12 12:27,0,26,0.022
4G,3,9/29/11 11:27,0,87,0.009
FIBRA,29,7/7/10 11:27,0,98,0.014
4G,27,4/5/14 11:27,6,29,0.077
4G,46,4/5/11 11:27,1,42,0.042
4G,34,8/10/13 11:27,0,56,0.008
4G,55,12/28/12 12:27,4,40,0.07
4G,8,7/21/12 11:27,0,33,0.019
FIBRA,74,9/16/13 11:27,2,96,0.018
TELEFONE_MOVEL,44,6/7/11 11:27,0,25,0.023
FIBRA,77,12/7/15 12:27,7,72,0.001
FIBRA,32,1/5/15 12:27,1,79,0.006
4G,62,12/27/13 12:27,5,56,0.04
FIBRA,26,11/26/11 12:27,0,102,0.01
4G,21,12/17/10 12:27,4,77,0.061
TELEFONE_MOVEL,77,7/11/13 11:27,1,48,0.013
TELEFONE_MOVEL,18,10/25/10 11:27,3,86,0.03
4G,50,4/15/15 11:27,0,78,0.002
FIBRA,13,10/4/10 11:27,1,97,0.027
4G,39,6/4/11 11:27,0,19,0.045
4G,80,5/26/15 11:27,2,109,0.003
4G,66,8/18/15 11:27,3,59,0.004
4G,26,7/14/10 11:27,5,82,0.075
TELEFONE_MOVEL,59,12/6/10 12:27,7,98,0.052
TELEFONE_FIXO,1,3/24/12 12:27,0,100,0.002
TELEFONE_FIXO,80,5/6/13 11:27,1,51,0.006
TELEFONE_MOVEL,56,7/10/15 11:27,7,66,0.007
4G,13,4/1/11 11:27,0,10,0.089
TELEFONE_MOVEL,20,3/11/13 12:27,8,102,0.031
TELEFONE_MOVEL,30,7/5/11 11:27,0,81,0.007
TELEFONE_MOVEL,7,1/1/15 12:27,0,83,0.001
TELEFONE_MOVEL,3,11/12/10 12:27,1,96,0.013
TELEFONE_FIXO,55,10/7/13 11:27,1,29,0.01
FIBRA,13,8/8/15 11:27,1,23,0.008
TELEFONE_FIXO,62,8/30/15 11:27,4,25,0.004
FIBRA,39,4/5/11 11:27,3,29,0.163
4G,32,10/27/10 11:27,0,37,0.026
TELEFONE_FIXO,41,11/1/13 12:27,2,83,0.005
4G,79,4/7/14 11:27,0,20,0.016
FIBRA,1,11/1/10 12:27,1,14,0.185
TELEFONE_MOVEL,36,3/26/15 12:27,3,104,0.003
4G,68,12/26/10 12:27,4,81,0.058
TELEFONE_FIXO,58,11/18/11 12:27,1,58,0.009
4G,14,8/21/12 11:27,1,71,0.018
TELEFONE_MOVEL,5,12/11/15 12:27,1,67,0
TELEFONE_MOVEL,17,12/15/12 12:27,1,86,0.009
TELEFONE_MOVEL,34,5/29/11 11:27,2,83,0.021
FIBRA,25,8/10/15 11:27,2,41,0.006
4G,23,6/5/15 11:27,0,71,0.001
TELEFONE_MOVEL,17,9/23/13 11:27,7,86,0.026
FIBRA,65,7/20/15 11:27,9,79,0.013
4G,20,11/10/13 12:27,1,68,0.012
4G,66,8/27/12 11:27,0,21,0.03
4G,16,1/29/12 12:27,1,26,0.056
FIBRA,24,4/23/14 11:27,2,40,0.031
FIBRA,29,7/23/11 11:27,0,45,0.025
TELEFONE_MOVEL,8,7/7/12 11:27,3,91,0.019
4G,1,10/30/13 12:27,5,95,0.025
4G,0,2/8/11 12:27,1,38,0.048
TELEFONE_MOVEL,77,3/18/15 12:27,0,75,0.001
FIBRA,4,8/10/12 11:27,8,50,0.152
4G,27,1/11/15 12:27,7,21,0.067
4G,6,12/19/10 12:27,2,16,0.177
TELEFONE_MOVEL,48,4/21/12 11:27,0,67,0.007
TELEFONE_FIXO,52,10/7/12 11:27,1,26,0.015
TELEFONE_MOVEL,60,1/8/14 12:27,0,30,0.008
TELEFONE_MOVEL,78,8/12/15 11:27,1,51,0.002
TELEFONE_FIXO,70,12/5/12 12:27,1,49,0.008
4G,63,12/31/14 12:27,1,29,0.012
4G,30,7/8/12 11:27,1,29,0.045
4G,12,4/13/11 11:27,0,18,0.049
4G,7,4/15/13 11:27,4,34,0.074
FIBRA,64,3/7/11 12:27,2,58,0.062
4G,40,1/4/11 12:27,1,75,0.025
TELEFONE_MOVEL,72,9/9/13 11:27,6,10,0.2
4G,46,5/3/14 11:27,0,26,0.012
FIBRA,44,9/6/10 11:27,2,30,0.133
TELEFONE_MOVEL,56,11/17/12 12:27,6,71,0.038
TELEFONE_FIXO,50,6/1/12 11:27,1,101,0.004
TELEFONE_MOVEL,48,9/16/14 11:27,1,48,0.007
TELEFONE_FIXO,4,7/31/15 11:27,0,51,0
4G,59,1/9/13 12:27,0,33,0.017
TELEFONE_MOVEL,49,9/28/15 11:27,8,56,0.004
TELEFONE_MOVEL,30,11/17/10 12:27,5,66,0.058
TELEFONE_FIXO,21,12/7/10 12:27,2,23,0.041
FIBRA,72,4/11/14 11:27,4,82,0.026
4G,1,8/22/11 11:27,1,35,0.047
TELEFONE_MOVEL,15,6/17/13 11:27,0,100,0.003
4G,50,8/22/14 11:27,0,67,0.004
TELEFONE_FIXO,53,6/15/14 11:27,0,78,0.001
4G,30,12/26/14 12:27,1,91,0.004
TELEFONE_FIXO,65,5/25/14 11:27,0,37,0.003
TELEFONE_FIXO,19,5/22/14 11:27,7,88,0.009
TELEFONE_MOVEL,14,12/8/10 12:27,1,109,0.012
FIBRA,22,12/30/13 12:27,0,107,0.005
TELEFONE_MOVEL,53,2/23/11 12:27,0,22,0.028
TELEFONE_MOVEL,29,6/16/13 11:27,0,72,0.004
TELEFONE_MOVEL,46,5/3/11 11:27,0,84,0.007
TELEFONE_MOVEL,19,10/6/11 11:27,10,73,0.08
4G,5,2/15/14 12:27,0,31,0.011
4G,14,11/15/15 12:27,1,38,0.001
TELEFONE_MOVEL,4,3/21/15 12:27,2,89,0.003
TELEFONE_MOVEL,11,9/12/13 11:27,0,70,0.004
4G,49,10/14/12 11:27,5,53,0.068
TELEFONE_MOVEL,16,7/1/12 11:27,7,110,0.032
4G,40,2/22/14 12:27,4,18,0.095
TELEFONE_MOVEL,48,10/19/14 11:27,1,41,0.007
4G,28,10/11/11 11:27,0,51,0.016
FIBRA,56,9/12/11 11:27,6,89,0.084
TELEFONE_MOVEL,64,8/21/15 11:27,0,64,0.001
FIBRA,69,4/13/14 11:27,1,26,0.032
TELEFONE_MOVEL,77,4/22/11 11:27,0,14,0.042
4G,20,6/26/12 11:27,7,33,0.159
4G,73,11/19/12 12:27,2,17,0.102
TELEFONE_MOVEL,59,6/7/15 11:27,1,29,0.005
4G,2,5/7/11 11:27,1,22,0.079
4G,52,10/27/14 12:27,0,33,0.006
TELEFONE_MOVEL,43,2/23/14 12:27,3,13,0.07
TELEFONE_FIXO,63,5/22/14 11:27,7,106,0.007
TELEFONE_FIXO,2,9/28/11 11:27,0,87,0.003
TELEFONE_FIXO,34,5/13/11 11:27,6,108,0.019
TELEFONE_MOVEL,39,7/7/12 11:27,0,105,0.004
4G,20,6/21/11 11:27,0,87,0.01
4G,10,3/27/14 12:27,2,84,0.012
TELEFONE_FIXO,15,4/13/15 11:27,6,81,0.004
TELEFONE_FIXO,6,10/23/10 11:27,4,15,0.108
FIBRA,14,7/13/10 11:27,2,82,0.05
4G,54,12/5/10 12:27,7,61,0.125
4G,20,12/20/12 12:27,7,28,0.161
TELEFONE_FIXO,9,5/3/14 11:27,6,11,0.065
TELEFONE_MOVEL,47,9/19/13 11:27,0,12,0.024
TELEFONE_MOVEL,12,1/30/14 12:27,0,98,0.002
FIBRA,57,7/6/11 11:27,9,99,0.113
4G,64,9/8/10 11:27,0,70,0.014
TELEFONE_FIXO,28,3/1/12 12:27,0,14,0.017
TELEFONE_FIXO,2,3/21/11 12:27,0,93,0.003
4G,31,10/23/10 11:27,6,27,0.252
TELEFONE_MOVEL,38,9/29/14 11:27,2,85,0.005
TELEFONE_MOVEL,25,7/24/10 11:27,10,65,0.115
TELEFONE_MOVEL,58,9/19/11 11:27,10,62,0.095
TELEFONE_FIXO,67,5/19/12 11:27,0,54,0.004
FIBRA,8,6/18/11 11:27,2,45,0.076
TELEFONE_MOVEL,19,8/30/13 11:27,1,43,0.013
4G,57,1/26/14 12:27,5,78,0.027
TELEFONE_FIXO,77,1/23/13 12:27,3,51,0.014
TELEFONE_FIXO,15,10/10/14 11:27,0,36,0.002
4G,54,7/10/12 11:27,1,20,0.065
TELEFONE_MOVEL,27,8/2/14 11:27,7,17,0.081
4G,76,5/28/12 11:27,0,36,0.019
TELEFONE_FIXO,33,1/3/11 12:27,0,14,0.022
4G,40,4/4/14 11:27,0,52,0.006
4G,73,8/24/14 11:27,0,49,0.005
TELEFONE_FIXO,51,10/25/14 11:27,2,38,0.006
FIBRA,9,7/19/10 11:27,0,38,0.036
TELEFONE_MOVEL,46,7/29/12 11:27,6,60,0.05
TELEFONE_MOVEL,5,11/21/10 12:27,0,93,0.007
TELEFONE_FIXO,22,5/21/12 11:27,0,20,0.011
FIBRA,55,7/30/12 11:27,3,18,0.189
4G,11,6/29/11 11:27,0,78,0.011
TELEFONE_MOVEL,25,8/16/11 11:27,5,32,0.102
TELEFONE_MOVEL,9,8/25/13 11:27,0,29,0.01
TELEFONE_MOVEL,32,6/26/15 11:27,0,68,0.001
4G,14,3/31/14 11:27,0,40,0.008
TELEFONE_FIXO,25,7/1/11 11:27,2,22,0.038
FIBRA,35,1/12/14 12:27,1,91,0.011
4G,63,10/30/14 12:27,3,63,0.013
TELEFONE_MOVEL,13,8/24/12 11:27,0,39,0.011
TELEFONE_FIXO,71,5/5/12 11:27,0,35,0.007
4G,43,9/24/15 11:27,3,81,0.002
4G,27,6/28/10 11:27,4,82,0.063
4G,42,4/10/15 11:27,1,67,0.004
TELEFONE_MOVEL,70,9/10/15 11:27,2,24,0.004
TELEFONE_FIXO,56,4/12/14 11:27,0,52,0.002
TELEFONE_MOVEL,27,11/19/10 12:27,0,22,0.029
TELEFONE_FIXO,56,4/19/14 11:27,0,105,0.001
4G,20,11/25/11 12:27,1,57,0.027
4G,69,10/19/10 11:27,1,84,0.023
FIBRA,16,8/28/12 11:27,4,37,0.112
FIBRA,8,1/18/14 12:27,2,67,0.022
4G,45,12/30/12 12:27,0,35,0.016
TELEFONE_MOVEL,55,10/6/12 11:27,3,68,0.024
TELEFONE_FIXO,69,10/7/13 11:27,1,23,0.012
4G,53,9/11/13 11:27,0,44,0.01
TELEFONE_FIXO,63,2/15/11 12:27,4,17,0.09
FIBRA,19,9/18/13 11:27,0,82,0.007
TELEFONE_MOVEL,35,7/12/13 11:27,0,24,0.013
TELEFONE_FIXO,6,6/5/11 11:27,0,43,0.007
4G,55,4/30/11 11:27,0,38,0.023
FIBRA,10,7/27/11 11:27,0,40,0.028
TELEFONE_MOVEL,22,9/8/14 11:27,2,28,0.017
TELEFONE_MOVEL,59,10/10/15 11:27,1,92,0
TELEFONE_MOVEL,76,1/28/11 12:27,4,73,0.042
4G,73,5/31/11 11:27,2,65,0.04
4G,4,1/23/13 12:27,0,56,0.01
4G,63,2/17/12 12:27,1,42,0.034
4G,65,9/11/14 11:27,1,14,0.034
4G,70,6/26/12 11:27,0,90,0.007
TELEFONE_MOVEL,12,9/19/14 11:27,1,44,0.007
TELEFONE_MOVEL,45,8/10/14 11:27,6,55,0.022
4G,20,4/27/13 11:27,1,59,0.017
TELEFONE_MOVEL,35,3/4/14 12:27,3,70,0.013
TELEFONE_MOVEL,9,8/19/12 11:27,0,31,0.014
4G,48,2/24/12 12:27,0,88,0.008
4G,46,10/6/14 11:27,0,29,0.008
TELEFONE_MOVEL,28,8/20/15 11:27,0,14,0.003
TELEFONE_FIXO,14,9/7/11 11:27,5,15,0.108
TELEFONE_MOVEL,10,6/11/14 11:27,7,42,0.036
FIBRA,10,9/12/15 11:27,1,55,0.002
FIBRA,62,6/29/14 11:27,0,12,0.031
4G,34,3/21/15 12:27,0,80,0.002
4G,10,10/25/11 11:27,0,45,0.017
4G,56,3/26/15 12:27,1,17,0.016
4G,5,11/23/10 12:27,1,39,0.049
4G,65,5/20/14 11:27,1,81,0.007
TELEFONE_MOVEL,62,8/12/11 11:27,4,59,0.046
4G,36,8/26/13 11:27,1,104,0.008
4G,73,5/21/11 11:27,3,45,0.077
4G,12,10/25/13 11:27,0,41,0.01
TELEFONE_MOVEL,62,11/27/10 12:27,2,14,0.136
FIBRA,22,9/11/13 11:27,1,24,0.047
4G,79,7/25/12 11:27,1,72,0.018
TELEFONE_MOVEL,10,6/24/12 11:27,0,20,0.022
TELEFONE_MOVEL,38,9/2/10 11:27,0,41,0.016
TELEFONE_MOVEL,32,7/7/10 11:27,2,93,0.022
TELEFONE_MOVEL,77,8/18/15 11:27,0,98,0
FIBRA,54,7/26/13 11:27,6,44,0.096
TELEFONE_MOVEL,58,10/8/11 11:27,2,94,0.017
TELEFONE_MOVEL,3,1/31/12 12:27,6,35,0.098
TELEFONE_MOVEL,62,1/14/11 12:27,1,46,0.027
FIBRA,8,4/9/15 11:27,1,90,0.004
TELEFONE_MOVEL,19,3/27/15 12:27,0,97,0.001
4G,14,3/31/11 11:27,1,89,0.02
TELEFONE_MOVEL,72,11/11/15 12:27,0,57,0
TELEFONE_MOVEL,8,1/23/11 12:27,0,87,0.007
4G,71,6/2/11 11:27,0,40,0.021
TELEFONE_MOVEL,18,10/11/15 11:27,1,85,0.001
FIBRA,17,1/3/15 12:27,1,87,0.005
TELEFONE_MOVEL,15,9/27/13 11:27,0,49,0.006
TELEFONE_MOVEL,50,11/6/14 12:27,9,84,0.017
4G,34,3/23/11 12:27,4,107,0.042
TELEFONE_MOVEL,27,6/8/15 11:27,4,89,0.004
FIBRA,14,12/12/11 12:27,0,34,0.03
4G,60,5/30/11 11:27,1,109,0.016
TELEFONE_FIXO,15,3/15/13 12:27,6,32,0.038
FIBRA,33,7/11/11 11:27,6,65,0.12
4G,55,9/12/14 11:27,2,17,0.042
TELEFONE_MOVEL,78,2/17/15 12:27,2,43,0.007
TELEFONE_MOVEL,53,2/4/12 12:27,0,20,0.024
TELEFONE_MOVEL,5,2/6/13 12:27,0,19,0.019
TELEFONE_MOVEL,40,1/8/13 12:27,0,76,0.005
TELEFONE_FIXO,60,8/31/12 11:27,1,78,0.005
TELEFONE_MOVEL,71,9/25/13 11:27,8,47,0.054
4G,43,9/5/14 11:27,1,11,0.044
4G,17,2/13/15 12:27,4,106,0.007
4G,56,10/8/14 11:27,6,59,0.027
FIBRA,76,4/6/13 11:27,1,62,0.022
FIBRA,22,11/9/12 12:27,0,97,0.008
FIBRA,26,10/13/10 11:27,0,32,0.041
4G,66,11/27/15 12:27,7,73,0.001
FIBRA,79,5/31/12 11:27,0,41,0.022
TELEFONE_MOVEL,13,1/1/11 12:27,0,87,0.007
TELEFONE_FIXO,41,5/27/13 11:27,4,33,0.024
TELEFONE_MOVEL,58,4/7/12 11:27,0,43,0.011
TELEFONE_MOVEL,44,10/31/13 12:27,0,81,0.003
FIBRA,40,5/19/15 11:27,0,43,0.003
4G,19,8/25/14 11:27,2,71,0.01
TELEFONE_MOVEL,15,12/30/13 12:27,0,45,0.005
TELEFONE_MOVEL,1,6/15/11 11:27,0,43,0.013
4G,34,7/1/13 11:27,2,63,0.022
TELEFONE_FIXO,18,8/16/10 11:27,2,93,0.011
4G,4,5/28/14 11:27,2,21,0.042
TELEFONE_MOVEL,33,8/2/14 11:27,6,30,0.04
TELEFONE_MOVEL,5,6/3/13 11:27,0,41,0.008
TELEFONE_MOVEL,60,7/11/14 11:27,0,98,0.002
TELEFONE_FIXO,40,7/30/10 11:27,0,66,0.005
4G,76,6/26/13 11:27,0,84,0.006
4G,61,3/17/13 12:27,9,41,0.127
TELEFONE_FIXO,36,7/30/13 11:27,1,57,0.005
TELEFONE_MOVEL,69,8/11/11 11:27,0,93,0.006
4G,54,10/20/13 11:27,0,16,0.025
TELEFONE_MOVEL,13,1/30/12 12:27,1,12,0.081
TELEFONE_MOVEL,25,2/16/15 12:27,0,27,0.004
FIBRA,11,9/1/15 11:27,0,64,0.001
4G,17,3/29/15 11:27,2,71,0.006
FIBRA,65,7/27/15 11:27,0,12,0.008
TELEFONE_FIXO,9,11/2/11 12:27,0,23,0.011
4G,58,6/4/15 11:27,1,11,0.018
4G,42,2/8/11 12:27,3,45,0.082
TELEFONE_MOVEL,11,5/10/11 11:27,0,102,0.006
4G,32,10/21/12 11:27,1,28,0.043
4G,67,7/15/11 11:27,0,91,0.009
4G,69,7/5/12 11:27,3,42,0.062
TELEFONE_MOVEL,50,6/9/13 11:27,0,44,0.007
4G,44,8/4/14 11:27,5,28,0.055
TELEFONE_MOVEL,75,12/14/10 12:27,0,65,0.01
TELEFONE_FIXO,9,11/9/15 12:27,3,26,0.001
TELEFONE_MOVEL,37,1/17/13 12:27,1,60,0.012
TELEFONE_MOVEL,62,8/2/13 11:27,0,36,0.008
FIBRA,24,2/1/12 12:27,0,97,0.01
FIBRA,33,11/8/14 12:27,1,38,0.015
